id,run-times,shoe-has-cool-features,shoe-has-colors,bought
3680,1,0,0,N
3681,5,0,1,Y
3682,1,0,0,N
3683,0,0,1,Y
3684,0,0,1,Y
3685,0,0,0,N
3686,2,0,0,N
3687,1,0,1,N
3688,4,0,1,Y
3689,4,0,0,Y
3690,1,0,0,N
3691,0,0,0,N
3692,3,0,1,Y
3693,2,0,0,N
3694,1,0,1,N
3695,0,1,0,N
3696,2,0,1,N
3697,4,0,1,Y
3698,5,0,1,Y
3699,3,0,0,Y
3700,4,0,1,Y
3701,1,0,0,N
3702,2,0,1,Y
3703,0,1,1,Y
3704,1,0,0,N
3705,2,0,1,N
3706,2,0,0,N
3707,2,1,1,Y
3708,4,0,1,Y
3709,1,1,0,N
3710,0,0,1,Y
3711,4,1,1,Y
3712,5,1,1,Y
3713,3,0,1,Y
3714,2,0,0,N
3715,0,0,1,Y
3716,1,0,1,N
3717,1,0,0,N
3718,2,0,0,N
3719,5,1,1,Y
3720,0,1,1,Y
3721,0,1,1,Y
3722,0,0,0,N
3723,4,1,1,Y
3724,5,0,1,Y
3725,0,0,0,N
3726,0,1,0,N
3727,0,1,1,Y
3728,3,0,1,Y
3729,5,0,1,Y
3730,2,0,1,Y
3731,5,0,1,Y
3732,0,0,1,N
3733,4,1,1,Y
3734,1,0,0,Y
3735,1,0,0,N
3736,1,0,0,N
3737,5,0,0,Y
3738,0,0,1,Y
3739,0,0,1,N
3740,0,0,1,Y
3741,0,0,0,N
3742,0,0,1,N
3743,3,0,1,Y
3744,1,0,0,N
3745,3,0,1,Y
3746,0,1,1,Y
3747,5,1,1,Y
3748,3,0,1,Y
3749,5,0,1,Y
3750,3,0,1,Y
3751,1,0,0,N
3752,4,0,0,Y
3753,4,0,1,Y
3754,0,0,0,N
3755,1,0,0,N
3756,5,0,1,Y
3757,2,0,1,N
3758,4,0,1,Y
3759,1,0,1,Y
3760,5,1,1,Y
3761,5,0,1,Y
3762,1,1,1,N
3763,0,0,1,N
3764,4,0,1,Y
3765,2,1,1,N
3766,0,0,1,Y
3767,1,0,0,N
3768,2,0,1,Y
3769,1,0,1,N
3770,1,0,1,N
3771,2,1,0,N
3772,1,0,1,Y
3773,0,0,1,Y
3774,0,0,1,Y
3775,0,0,1,Y
3776,5,1,0,Y
3777,0,0,0,N
3778,1,0,0,N
3779,0,0,0,N
3780,3,1,1,Y
3781,1,1,1,N
3782,1,0,1,Y
3783,2,0,0,N
3784,5,0,1,Y
3785,1,0,0,N
3786,0,0,0,N
3787,4,0,0,Y
3788,0,0,1,Y
3789,1,1,1,Y
3790,0,0,1,N
3791,0,1,0,N
3792,5,1,1,Y
3793,1,0,1,Y
3794,1,0,1,Y
3795,1,0,0,N
3796,2,0,1,N
3797,0,0,1,Y
3798,1,0,1,Y
3799,1,0,0,N
3800,4,0,1,Y
3801,2,0,1,Y
3802,0,0,1,Y
3803,2,0,1,N
3804,4,0,1,Y
3805,2,0,1,Y
3806,1,0,1,Y
3807,0,1,0,N
3808,1,1,0,N
3809,1,0,1,N
3810,1,0,1,Y
3811,1,1,0,N
3812,0,0,1,Y
3813,5,0,1,Y
3814,4,0,1,Y
3815,2,1,0,N
3816,4,0,1,Y
3817,0,0,0,N
3818,4,0,1,Y
3819,0,0,0,N
3820,0,0,1,Y
3821,0,0,1,N
3822,0,0,0,Y
3823,0,0,1,N
3824,5,0,1,Y
3825,2,0,1,Y
3826,0,0,1,N
3827,0,0,1,Y
3828,0,0,0,N
3829,2,0,0,N
3830,5,0,0,Y
3831,2,0,1,Y
3832,0,0,1,Y
3833,0,0,1,Y
3834,0,0,1,Y
3835,0,0,1,Y
3836,5,0,1,Y
3837,0,0,1,N
3838,0,0,1,Y
3839,2,0,1,Y
3840,5,1,1,Y
3841,0,0,1,Y
3842,5,0,1,Y
3843,0,0,1,Y
3844,5,0,0,Y
3845,0,1,1,Y
3846,4,0,1,Y
3847,5,1,1,Y
3848,4,1,0,Y
3849,0,0,1,Y
3850,0,0,1,Y
3851,5,1,1,Y
3852,5,1,1,Y
3853,5,1,1,Y
3854,3,0,1,Y
3855,2,0,0,N
3856,2,0,1,N
3857,0,1,0,N
3858,0,0,0,N
3859,0,1,1,Y
3860,5,0,1,Y
3861,5,1,1,Y
3862,2,0,1,Y
3863,1,0,1,N
3864,0,1,1,Y
3865,0,0,1,N
3866,0,0,0,N
3867,0,0,1,Y
3868,1,0,1,Y
3869,0,0,0,N
3870,5,1,0,Y
3871,4,0,1,Y
3872,0,0,1,Y
3873,4,0,1,Y
3874,5,0,1,Y
3875,4,0,1,Y
3876,1,0,0,N
3877,4,1,1,Y
3878,4,1,1,Y
3879,4,1,0,Y
3880,5,0,1,Y
3881,5,0,1,Y
3882,2,1,1,N
3883,0,0,1,N
3884,1,0,1,Y
3885,5,1,1,Y
3886,1,0,1,Y
3887,0,1,1,Y
3888,0,0,1,Y
3889,0,0,1,Y
3890,0,0,1,Y
3891,2,0,0,N
3892,0,0,1,Y
3893,0,1,1,Y
3894,0,0,0,N
3895,3,1,1,Y
3896,0,0,1,Y
3897,0,0,0,N
3898,0,0,1,Y
3899,2,0,1,N
3900,0,0,1,Y
3901,5,0,1,Y
3902,2,0,1,N
3903,0,0,0,N
3904,4,1,0,Y
3905,1,0,1,N
3906,3,0,1,Y
3907,1,0,1,N
3908,4,1,0,Y
3909,0,0,0,N
3910,5,0,1,Y
3911,0,0,0,N
3912,4,0,1,Y
3913,3,0,0,Y
3914,5,0,1,Y
3915,0,0,1,Y
3916,4,0,1,Y
3917,2,1,1,Y
3918,0,0,1,N
3919,2,0,1,Y
3920,3,0,1,Y
3921,1,0,0,N
3922,1,1,1,Y
3923,2,1,0,Y
3924,0,0,1,Y
3925,1,0,1,Y
3926,4,0,1,Y
3927,0,1,1,Y
3928,1,1,1,Y
3929,0,0,1,Y
3930,2,0,0,N
3931,0,0,0,N
3932,0,0,1,Y
3933,0,0,1,Y
3934,2,0,0,N
3935,0,0,0,Y
3936,0,0,1,N
3937,0,0,0,N
3938,2,1,1,Y
3939,0,0,1,Y
3940,4,1,1,Y
3941,1,0,1,Y
3942,1,0,1,Y
3943,2,0,1,Y
3944,0,1,1,Y
3945,0,1,1,Y
3946,0,0,0,Y
3947,5,0,1,Y
3948,1,0,0,N
3949,1,0,1,N
3950,2,0,1,Y
3951,2,0,0,N
3952,5,1,1,Y
3953,1,0,1,N
3954,5,1,1,Y
3955,5,0,1,Y
3956,0,0,1,N
3957,0,0,0,N
3958,0,1,1,Y
3959,1,0,1,Y
3960,0,0,1,Y
3961,4,0,1,Y
3962,2,0,0,N
3963,5,0,1,Y
3964,2,0,1,Y
3965,5,1,1,Y
3966,2,0,1,Y
3967,2,1,1,Y
3968,0,0,1,N
3969,5,0,1,Y
3970,0,0,1,Y
3971,5,0,1,Y
3972,2,0,1,Y
3973,2,0,1,N
3974,0,0,1,N
3975,1,0,1,Y
3976,1,1,1,N
3977,2,0,1,N
3978,1,0,0,N
3979,5,1,1,Y
3980,2,1,1,Y
3981,4,0,0,Y
3982,1,0,0,N
3983,0,0,1,Y
3984,2,1,0,Y
3985,4,0,1,Y
3986,1,0,1,Y
3987,1,0,1,Y
3988,1,0,0,N
3989,5,0,1,Y
3990,3,0,1,Y
3991,2,1,0,N
3992,5,0,1,Y
3993,5,0,1,Y
3994,4,1,0,Y
3995,3,0,1,Y
3996,2,1,1,Y
3997,2,1,1,N
3998,0,1,1,Y
3999,5,1,0,Y
4000,1,0,1,N
4001,1,0,0,N
4002,2,0,0,N
4003,5,0,0,Y
4004,2,0,0,N
4005,4,0,0,Y
4006,0,0,1,Y
4007,1,0,0,N
4008,1,0,1,Y
4009,0,0,1,Y
4010,3,0,1,Y
4011,0,0,1,Y
4012,1,0,1,N
4013,1,1,1,N
4014,4,1,1,Y
4015,0,0,0,N
4016,4,0,1,Y
4017,3,0,1,Y
4018,4,0,1,Y
4019,0,0,1,Y
4020,2,0,0,N
4021,2,1,0,N
4022,1,0,0,N
4023,0,0,1,Y
4024,5,0,1,Y
4025,5,0,0,Y
4026,1,0,0,N
4027,3,1,1,Y
4028,0,1,0,Y
4029,5,1,0,Y
4030,0,0,1,N
4031,0,0,1,Y
4032,4,0,0,Y
4033,0,0,1,N
4034,4,0,1,Y
4035,0,0,1,N
4036,0,1,1,N
4037,0,0,1,Y
4038,3,0,0,Y
4039,0,1,1,Y
4040,2,1,0,N
4041,4,0,1,Y
4042,5,0,1,Y
4043,0,0,1,N
4044,0,1,1,Y
4045,0,0,1,Y
4046,1,0,1,N
4047,1,0,0,N
4048,5,0,1,Y
4049,0,1,1,Y
4050,0,0,0,N
4051,0,1,0,N
4052,0,0,1,N
4053,0,0,1,Y
4054,0,0,1,Y
4055,4,1,1,Y
4056,5,0,0,Y
4057,0,0,1,Y
4058,1,0,0,N
4059,4,0,1,Y
4060,1,0,0,N
4061,2,1,1,Y
4062,2,0,0,Y
4063,0,0,0,Y
4064,1,0,1,Y
4065,4,0,1,Y
4066,5,1,1,Y
4067,1,0,1,N
4068,1,0,1,Y
4069,0,0,1,N
4070,3,1,1,Y
4071,0,0,1,Y
4072,4,0,1,Y
4073,2,0,1,Y
4074,1,0,0,N
4075,5,1,1,Y
4076,2,0,0,N
4077,2,1,1,N
4078,2,1,0,N
4079,3,0,1,Y
4080,2,1,1,N
4081,3,0,1,Y
4082,3,0,1,Y
4083,2,0,0,N
4084,2,0,1,N
4085,2,0,0,N
4086,0,0,0,N
4087,3,1,0,Y
4088,2,0,1,N
4089,0,0,1,Y
4090,4,1,1,Y
4091,0,0,0,N
4092,1,0,1,Y
4093,3,0,0,Y
4094,1,0,0,Y
4095,2,0,0,N
4096,0,0,1,Y
4097,0,0,1,Y
4098,1,0,0,Y
4099,5,0,0,Y
4100,2,1,1,Y
4101,0,0,1,Y
4102,4,1,1,Y
4103,2,0,0,Y
4104,5,1,1,Y
4105,3,1,0,Y
4106,4,1,1,Y
4107,0,0,0,N
4108,2,0,1,N
4109,2,0,0,N
4110,1,1,0,N
4111,4,1,1,Y
4112,5,0,1,Y
4113,1,1,1,Y
4114,0,1,1,Y
4115,1,0,1,N
4116,0,0,1,Y
4117,0,0,0,N
4118,2,0,0,Y
4119,2,0,0,N
4120,1,0,1,Y
4121,0,1,0,Y
4122,1,0,0,N
4123,4,1,1,Y
4124,1,0,1,Y
4125,0,0,1,Y
4126,5,0,1,Y
4127,2,0,1,N
4128,1,0,1,N
4129,2,0,1,N
4130,0,0,0,Y
4131,2,0,1,N
4132,0,0,0,N
4133,4,0,1,Y
4134,0,1,1,Y
4135,0,0,0,N
4136,0,0,1,Y
4137,3,0,0,Y
4138,0,0,1,Y
4139,0,0,1,Y
4140,0,0,0,N
4141,1,0,0,N
4142,5,0,1,Y
4143,1,0,0,N
4144,0,0,0,N
4145,2,1,0,N
4146,1,0,0,N
4147,2,0,0,N
4148,1,0,0,N
4149,1,0,1,N
4150,1,0,0,N
4151,5,1,0,Y
4152,5,0,1,Y
4153,4,0,0,Y
4154,0,1,1,Y
4155,2,0,0,N
4156,5,0,1,Y
4157,4,0,1,Y
4158,0,0,1,N
4159,5,0,0,Y
4160,2,0,0,N
4161,1,0,0,N
4162,1,1,0,N
4163,4,0,0,Y
4164,1,0,0,N
4165,0,0,1,Y
4166,0,0,0,Y
4167,1,0,0,N
4168,4,1,0,Y
4169,5,1,1,Y
4170,0,0,0,N
4171,2,0,1,N
4172,2,0,1,Y
4173,1,1,0,N
4174,0,0,0,N
4175,5,1,1,Y
4176,3,0,0,Y
4177,2,0,1,N
4178,3,1,0,Y
4179,0,0,0,N
4180,0,0,0,N
4181,0,0,1,N
4182,3,0,1,Y
4183,4,0,1,Y
4184,2,0,1,N
4185,0,1,0,N
4186,4,0,0,Y
4187,0,0,0,N
4188,2,0,0,N
4189,3,1,1,Y
4190,3,0,1,Y
4191,0,0,0,N
4192,2,0,1,N
4193,0,0,1,Y
4194,3,0,0,Y
4195,0,0,1,N
4196,0,0,1,N
4197,1,1,1,N
4198,2,0,1,Y
4199,0,0,1,Y
4200,2,0,1,N
4201,0,0,1,N
4202,0,0,1,Y
4203,2,0,1,N
4204,1,0,0,N
4205,2,1,1,Y
4206,0,0,1,Y
4207,4,0,1,Y
4208,1,0,0,N
4209,5,1,1,Y
4210,3,0,1,Y
4211,2,0,0,N
4212,2,0,0,N
4213,2,0,1,N
4214,5,0,1,Y
4215,4,1,0,Y
4216,5,1,1,Y
4217,1,0,0,N
4218,2,0,0,N
4219,4,0,0,Y
4220,2,0,0,Y
4221,1,1,0,N
4222,0,0,1,Y
4223,1,1,1,Y
4224,2,0,1,Y
4225,1,1,1,Y
4226,0,0,0,N
4227,2,0,0,N
4228,2,1,1,Y
4229,2,0,1,N
4230,0,0,1,Y
4231,3,1,1,Y
4232,0,0,1,Y
4233,1,0,1,Y
4234,0,1,1,Y
4235,1,0,0,Y
4236,0,0,1,N
4237,5,0,1,Y
4238,4,0,1,Y
4239,0,0,1,Y
4240,3,1,1,Y
4241,2,1,0,N
4242,1,1,1,Y
4243,4,0,1,Y
4244,2,0,0,N
4245,1,1,0,Y
4246,2,0,0,N
4247,5,0,1,Y
4248,2,0,1,Y
4249,4,0,1,Y
4250,0,0,1,Y
4251,2,0,1,Y
4252,0,0,0,N
4253,0,0,0,N
4254,1,0,1,Y
4255,5,1,1,Y
4256,5,0,1,Y
4257,4,0,1,Y
4258,1,0,1,N
4259,0,0,1,Y
4260,2,1,1,Y
4261,2,0,1,Y
4262,1,1,1,Y
4263,5,1,1,Y
4264,0,0,1,Y
4265,2,0,1,Y
4266,4,1,1,Y
4267,1,1,0,Y
4268,5,1,1,Y
4269,1,1,1,Y
4270,1,0,1,Y
4271,1,0,0,N
4272,2,1,1,Y
4273,1,0,0,Y
4274,0,0,0,N
4275,2,0,0,Y
4276,1,0,0,N
4277,0,0,1,Y
4278,4,0,1,Y
4279,3,0,1,Y
4280,2,1,1,Y
4281,1,1,1,N
4282,1,1,1,Y
4283,1,0,0,N
4284,2,0,0,N
4285,2,0,0,N
4286,5,0,1,Y
4287,3,1,0,Y
4288,1,0,1,Y
4289,2,0,1,Y
4290,4,0,1,Y
4291,0,1,0,N
4292,0,0,1,Y
4293,4,1,0,Y
4294,2,1,1,Y
4295,0,0,1,N
4296,0,0,0,N
4297,0,0,0,Y
4298,3,0,0,Y
4299,0,1,1,Y
4300,1,0,0,N
4301,1,0,1,N
4302,5,0,1,Y
4303,1,0,1,N
4304,0,0,0,Y
4305,1,0,1,Y
4306,5,0,1,Y
4307,0,1,1,Y
4308,5,0,1,Y
4309,0,0,1,N
4310,0,0,1,Y
4311,2,1,1,Y
4312,1,0,1,Y
4313,0,0,1,Y
4314,3,0,1,Y
4315,3,0,1,Y
4316,2,0,0,N
4317,5,0,1,Y
4318,2,1,1,Y
4319,5,0,1,Y
4320,2,0,1,N
4321,0,0,1,Y
4322,2,0,1,N
4323,5,1,1,Y
4324,1,0,0,N
4325,3,0,1,Y
4326,2,0,1,Y
4327,1,0,0,Y
4328,5,1,1,Y
4329,0,1,0,N
4330,5,1,1,Y
4331,0,1,1,Y
4332,0,1,1,Y
4333,0,0,0,Y
4334,2,0,1,N
4335,5,1,1,Y
4336,0,0,1,N
4337,2,0,1,N
4338,2,0,0,N
4339,1,0,0,N
4340,4,1,1,Y
4341,1,0,0,N
4342,1,0,1,N
4343,0,0,1,Y
4344,0,0,1,Y
4345,1,0,0,N
4346,5,0,1,Y
4347,0,0,0,Y
4348,5,0,1,Y
4349,0,0,0,N
4350,4,1,1,Y
4351,2,0,1,N
4352,0,1,0,N
4353,0,1,1,Y
4354,1,0,1,N
4355,5,0,0,Y
4356,4,0,1,Y
4357,1,0,1,Y
4358,1,0,1,Y
4359,0,0,1,Y
4360,4,0,1,Y
4361,0,0,0,N
4362,1,0,0,N
4363,0,0,0,N
4364,5,0,1,Y
4365,3,0,1,Y
4366,4,1,1,Y
4367,1,0,0,N
4368,2,1,1,Y
4369,0,1,1,Y
4370,0,0,1,Y
4371,4,0,1,Y
4372,0,1,1,Y
4373,0,1,1,Y
4374,0,0,1,Y
4375,0,0,1,Y
4376,2,1,1,Y
4377,1,0,0,Y
4378,5,0,1,Y
4379,2,1,1,Y
4380,2,0,1,N
4381,0,1,1,N
4382,0,1,0,Y
4383,3,0,1,Y
4384,0,0,0,N
4385,0,0,1,Y
4386,1,0,1,N
4387,5,1,1,Y
4388,4,1,1,Y
4389,2,1,1,Y
4390,1,1,0,N
4391,0,1,1,Y
4392,1,0,1,Y
4393,3,0,1,Y
4394,3,1,0,Y
4395,1,0,1,N
4396,2,0,1,Y
4397,4,0,1,Y
4398,2,0,0,Y
4399,5,1,0,Y
4400,4,0,1,Y
4401,1,0,1,Y
4402,1,1,0,N
4403,1,0,0,N
4404,4,0,1,Y
4405,0,0,0,N
4406,2,0,1,Y
4407,2,1,1,Y
4408,1,1,0,N
4409,0,0,1,Y
4410,2,0,0,N
4411,0,1,1,Y
4412,1,1,1,Y
4413,4,0,1,Y
4414,1,1,1,Y
4415,1,0,1,Y
4416,1,1,1,Y
4417,3,1,0,Y
4418,2,0,1,N
4419,0,0,0,N
4420,1,1,1,Y
4421,4,1,1,Y
4422,4,1,0,Y
4423,4,0,1,Y
4424,1,0,0,Y
4425,0,0,1,Y
4426,0,1,1,Y
4427,5,1,0,Y
4428,2,1,0,N
4429,0,0,1,N
4430,2,0,0,N
4431,4,1,1,Y
4432,1,0,0,N
4433,1,0,0,N
4434,4,0,1,Y
4435,2,0,1,N
4436,4,0,1,Y
4437,1,0,0,N
4438,3,0,1,Y
4439,0,0,1,Y
4440,5,0,1,Y
4441,0,0,0,N
4442,1,0,0,N
4443,0,0,1,N
4444,5,1,1,Y
4445,2,0,1,Y
4446,5,1,1,Y
4447,0,1,1,Y
4448,2,0,0,N
4449,5,1,1,Y
4450,0,0,1,Y
4451,0,0,1,Y
4452,5,0,1,Y
4453,3,0,1,Y
4454,2,0,0,N
4455,2,1,1,Y
4456,2,0,0,N
4457,1,0,1,Y
4458,4,1,1,Y
4459,0,0,1,Y
4460,0,0,0,N
4461,3,1,1,Y
4462,2,0,1,N
4463,4,0,1,Y
4464,1,1,1,Y
4465,5,1,0,Y
4466,5,1,1,Y
4467,5,0,1,Y
4468,1,1,1,Y
4469,1,0,0,N
4470,2,0,0,N
4471,1,0,0,N
4472,1,0,1,Y
4473,5,1,1,Y
4474,5,0,1,Y
4475,5,0,1,Y
4476,0,0,1,N
4477,0,0,0,Y
4478,0,0,1,N
4479,1,1,1,Y
4480,3,0,0,Y
4481,2,0,1,Y
4482,5,0,1,Y
4483,0,0,1,Y
4484,5,0,1,Y
4485,1,0,0,N
4486,0,0,0,N
4487,5,0,1,Y
4488,4,0,1,Y
4489,1,0,1,N
4490,1,0,1,Y
4491,2,1,1,N
4492,2,1,1,Y
4493,2,0,0,N
4494,1,0,0,N
4495,2,0,1,Y
4496,2,0,1,N
4497,0,1,1,Y
4498,2,0,0,N
4499,2,1,0,N
4500,3,0,1,Y
4501,2,0,1,N
4502,5,1,1,Y
4503,5,0,0,Y
4504,5,0,0,Y
4505,1,0,0,N
4506,0,0,0,N
4507,0,1,0,Y
4508,4,0,1,Y
4509,3,0,1,Y
4510,1,1,0,N
4511,1,0,1,N
4512,1,0,0,N
4513,0,0,0,N
4514,5,1,0,Y
4515,3,0,1,Y
4516,5,0,1,Y
4517,2,1,0,N
4518,4,0,1,Y
4519,0,0,1,N
4520,0,0,1,N
4521,0,0,1,Y
4522,0,0,1,Y
4523,4,0,1,Y
4524,4,1,1,Y
4525,1,0,0,N
4526,1,0,0,N
4527,3,0,1,Y
4528,0,0,0,N
4529,2,0,0,N
4530,0,1,1,Y
4531,5,1,1,Y
4532,5,0,1,Y
4533,0,0,0,Y
4534,0,0,1,Y
4535,2,0,0,N
4536,0,1,1,N
4537,5,1,1,Y
4538,5,0,1,Y
4539,2,0,1,Y
4540,0,1,0,N
4541,3,1,1,Y
4542,0,0,1,N
4543,4,1,1,Y
4544,2,0,0,N
4545,0,1,1,N
4546,1,0,0,N
4547,2,0,0,N
4548,4,0,1,Y
4549,1,0,0,N
4550,0,0,1,Y
4551,4,1,1,Y
4552,0,0,0,Y
4553,3,0,1,Y
4554,1,0,1,Y
4555,0,1,1,Y
4556,4,0,0,Y
4557,0,0,1,Y
4558,0,1,0,N
4559,1,1,1,Y
4560,4,1,1,Y
4561,0,0,1,Y
4562,1,0,1,Y
4563,3,0,1,Y
4564,5,0,0,Y
4565,1,0,1,N
4566,1,0,0,N
4567,5,0,0,Y
4568,0,0,0,Y
4569,0,0,1,N
4570,1,0,0,N
4571,1,1,0,N
4572,5,0,1,Y
4573,4,0,1,Y
4574,2,0,0,N
4575,5,0,0,Y
4576,5,0,1,Y
4577,0,0,0,Y
4578,0,0,1,Y
4579,2,0,1,Y
4580,1,0,1,Y
4581,0,0,1,N
4582,3,0,1,Y
4583,3,0,1,Y
4584,4,1,1,Y
4585,1,0,1,N
4586,5,1,1,Y
4587,5,0,1,Y
4588,0,1,1,Y
4589,0,0,1,Y
4590,3,0,1,Y
4591,2,0,1,N
4592,0,0,0,Y
4593,0,1,1,Y
4594,5,0,1,Y
4595,2,0,1,N
4596,0,0,1,N
4597,1,0,1,N
4598,1,0,0,N
4599,2,0,0,N
4600,5,0,1,Y
4601,5,1,1,Y
4602,0,0,1,Y
4603,0,1,0,Y
4604,2,0,1,N
4605,0,0,0,N
4606,1,1,0,Y
4607,4,1,0,Y
4608,1,1,1,Y
4609,0,1,1,Y
4610,5,1,1,Y
4611,4,0,0,Y
4612,4,0,0,Y
4613,1,0,1,N
4614,1,0,0,N
4615,2,0,0,N
4616,0,1,1,Y
4617,0,0,0,N
4618,4,0,1,Y
4619,5,0,1,Y
4620,4,0,0,Y
4621,2,1,1,N
4622,0,0,1,N
4623,0,0,0,N
4624,0,1,1,Y
4625,2,0,1,Y
4626,5,1,1,Y
4627,3,1,1,Y
4628,0,0,1,N
4629,5,1,1,Y
4630,0,0,1,Y
4631,0,0,0,Y
4632,0,0,1,Y
4633,2,0,0,N
4634,3,0,1,Y
4635,0,1,0,N
4636,2,0,1,Y
4637,2,1,1,Y
4638,4,0,0,Y
4639,0,0,1,Y
4640,5,0,0,Y
4641,1,1,0,N
4642,2,1,1,Y
4643,1,1,0,N
4644,0,0,1,Y
4645,2,0,1,Y
4646,0,1,1,Y
4647,2,0,0,N
4648,0,1,1,Y
4649,0,1,1,N
4650,0,0,1,Y
4651,0,1,1,Y
4652,5,0,1,Y
4653,0,0,1,Y
4654,1,1,1,Y
4655,3,0,1,Y
4656,1,0,1,N
4657,4,0,0,Y
4658,0,0,1,Y
4659,0,1,1,Y
4660,5,0,1,Y
4661,2,0,1,Y
4662,5,0,1,Y
4663,1,1,0,N
4664,2,0,0,N
4665,0,0,1,Y
4666,1,1,0,Y
4667,3,0,0,Y
4668,5,1,0,Y
4669,0,0,1,Y
4670,2,0,1,Y
4671,1,0,0,N
4672,2,0,0,N
4673,0,1,0,N
4674,4,0,1,Y
4675,2,1,0,N
4676,0,0,1,N
4677,4,1,1,Y
4678,4,0,1,Y
4679,1,0,0,N
4680,4,0,1,Y
4681,0,0,0,N
4682,2,0,1,N
4683,5,0,1,Y
4684,1,0,1,N
4685,2,1,0,N
4686,2,1,0,N
4687,0,0,1,N
4688,4,0,1,Y
4689,2,0,0,N
4690,4,0,1,Y
4691,2,0,0,N
4692,2,0,1,Y
4693,1,0,1,Y
4694,1,1,1,Y
4695,1,0,0,N
4696,2,0,0,N
4697,1,1,1,Y
4698,0,0,1,Y
4699,4,0,1,Y
4700,0,0,1,N
4701,1,1,0,N
4702,1,0,1,N
4703,0,0,1,Y
4704,0,0,0,N
4705,1,0,0,N
4706,4,0,1,Y
4707,1,0,1,N
4708,0,0,0,N
4709,1,0,1,N
4710,1,0,1,Y
4711,0,1,0,N
4712,4,0,1,Y
4713,2,0,0,N
4714,2,0,0,N
4715,0,0,1,Y
4716,0,1,1,Y
4717,2,0,1,Y
4718,1,0,0,N
4719,0,1,1,Y
4720,0,0,1,Y
4721,3,0,0,Y
4722,1,0,0,N
4723,5,1,1,Y
4724,3,0,1,Y
4725,4,0,1,Y
4726,1,0,1,N
4727,5,0,1,Y
4728,4,0,1,Y
4729,2,1,1,Y
4730,0,0,1,Y
4731,0,0,0,N
4732,4,1,1,Y
4733,2,0,1,N
4734,1,0,0,N
4735,5,0,1,Y
4736,4,1,1,Y
4737,2,1,0,N
4738,1,0,0,N
4739,4,0,1,Y
4740,0,0,1,N
4741,0,1,1,Y
4742,2,0,0,N
4743,0,1,1,Y
4744,0,0,0,N
4745,4,0,1,Y
4746,1,1,1,Y
4747,0,1,1,Y
4748,1,1,1,Y
4749,2,0,1,Y
4750,5,1,0,Y
4751,2,1,1,Y
4752,2,0,0,N
4753,5,0,1,Y
4754,2,1,1,N
4755,2,0,1,N
4756,1,0,1,N
4757,5,0,1,Y
4758,3,1,0,Y
4759,2,0,0,N
4760,3,0,1,Y
4761,2,1,1,Y
4762,2,0,0,N
4763,2,0,1,Y
4764,2,0,1,Y
4765,3,0,1,Y
4766,2,0,1,N
4767,0,0,0,N
4768,0,0,1,Y
4769,4,1,1,Y
4770,1,0,1,N
4771,0,1,0,Y
4772,2,1,1,Y
4773,1,0,0,N
4774,2,0,0,N
4775,0,1,0,N
4776,2,1,0,N
4777,3,0,1,Y
4778,2,0,1,Y
4779,4,0,1,Y
4780,0,1,1,Y
4781,2,0,1,N
4782,0,0,1,N
4783,4,0,1,Y
4784,1,0,1,Y
4785,0,1,1,Y
4786,2,0,1,N
4787,5,0,1,Y
4788,5,0,1,Y
4789,1,0,0,N
4790,1,0,1,Y
4791,1,0,1,Y
4792,1,0,0,N
4793,1,0,0,N
4794,0,0,1,Y
4795,1,0,1,Y
4796,2,1,0,N
4797,0,0,0,N
4798,1,1,1,Y
4799,4,0,0,Y
4800,0,0,1,Y
4801,3,0,1,Y
4802,0,0,0,N
4803,3,0,1,Y
4804,0,0,1,Y
4805,0,0,1,N
4806,1,0,1,N
4807,3,1,1,Y
4808,2,0,0,Y
4809,4,1,1,Y
4810,1,0,1,N
4811,2,0,1,Y
4812,2,1,1,Y
4813,1,0,0,N
4814,5,0,1,Y
4815,5,0,1,Y
4816,1,0,1,Y
4817,0,0,1,N
4818,1,0,1,Y
4819,2,0,1,N
4820,4,0,1,Y
4821,4,0,0,Y
4822,1,0,1,Y
4823,0,1,1,Y
4824,0,0,0,N
4825,1,0,1,N
4826,5,1,0,Y
4827,1,0,0,N
4828,5,0,1,Y
4829,5,0,1,Y
4830,0,0,0,N
4831,3,0,1,Y
4832,2,0,0,N
4833,4,0,1,Y
4834,2,1,1,Y
4835,0,0,1,Y
4836,0,1,0,Y
4837,0,0,0,N
4838,0,0,0,N
4839,5,1,1,Y
4840,1,0,1,N
4841,5,1,1,Y
4842,0,0,1,Y
4843,0,1,1,Y
4844,3,0,1,Y
4845,1,0,1,Y
4846,0,0,1,N
4847,4,1,1,Y
4848,5,0,1,Y
4849,2,0,0,N
4850,2,1,0,N
4851,2,0,0,N
4852,1,0,1,Y
4853,4,1,1,Y
4854,3,0,1,Y
4855,0,0,1,N
4856,1,0,0,N
4857,4,0,0,Y
4858,4,0,1,Y
4859,0,0,1,Y
4860,4,1,1,Y
4861,3,1,1,Y
4862,2,0,1,Y
4863,5,0,1,Y
4864,2,0,0,N
4865,2,0,1,Y
4866,1,1,1,Y
4867,4,0,1,Y
4868,2,0,1,N
4869,2,0,1,Y
4870,5,1,1,Y
4871,2,0,0,N
4872,0,0,0,Y
4873,2,0,0,N
4874,2,0,0,N
4875,5,1,1,Y
4876,5,0,1,Y
4877,5,0,0,Y
4878,0,0,0,N
4879,1,0,0,N
4880,1,0,1,Y
