id,travel-dest,spend
4195,UK,34
4196,CANADA,52
4197,SOUTH KOREA,54
4198,MEXICO,57
4199,CHINA,82
4200,CHINA,59
4201,TURKEY,89
4202,CANADA,97
4203,CANADA,24
4204,US,80
4205,UK,29
4206,TURKEY,21
4207,THAILAND,78
4208,ITALY,92
4209,SPAIN,63
4210,NONE,245
4211,CHINA,70
4212,ITALY,34
4213,ITALY,37
4214,THAILAND,52
4215,CHILE,31
4216,ITALY,29
4217,CHILE,49
4218,THAILAND,74
4219,SOUTH KOREA,29
4220,ITALY,43
4221,SOUTH KOREA,50
4222,CHILE,87
4223,SOUTH KOREA,70
4224,MEXICO,20
4225,SPAIN,65
4226,NONE,778
4227,US,49
4228,ITALY,66
4229,CANADA,82
4230,CHINA,82
4231,SOUTH KOREA,97
4232,UK,53
4233,NONE,809
4234,CHINA,86
4235,CHILE,96
4236,CANADA,27
4237,MEXICO,20
4238,SOUTH KOREA,76
4239,MEXICO,60
4240,NONE,829
4241,CANADA,83
4242,US,21
4243,NONE,124
4244,SOUTH KOREA,26
4245,CANADA,54
4246,UK,74
4247,SPAIN,99
4248,US,97
4249,ITALY,58
4250,NONE,638
4251,CHILE,29
4252,TURKEY,59
4253,SPAIN,40
4254,THAILAND,90
4255,MEXICO,51
4256,SPAIN,29
4257,US,70
4258,US,40
4259,UK,37
4260,MEXICO,46
4261,SPAIN,56
4262,THAILAND,72
4263,US,59
4264,MEXICO,78
4265,SOUTH KOREA,38
4266,UK,85
4267,CHINA,45
4268,MEXICO,91
4269,SOUTH KOREA,100
4270,NONE,508
4271,THAILAND,36
4272,SPAIN,83
4273,CANADA,26
4274,CANADA,67
4275,SOUTH KOREA,68
4276,SPAIN,73
4277,CHINA,86
4278,US,75
4279,CHINA,26
4280,US,65
4281,ITALY,90
4282,CHINA,23
4283,TURKEY,36
4284,SOUTH KOREA,36
4285,ITALY,70
4286,NONE,533
4287,CHILE,50
4288,NONE,735
4289,CANADA,29
4290,ITALY,38
4291,MEXICO,80
4292,UK,53
4293,SPAIN,66
4294,CHILE,75
4295,CANADA,86
4296,THAILAND,42
4297,UK,38
4298,CANADA,28
4299,US,88
4300,UK,93
4301,UK,51
4302,NONE,691
4303,THAILAND,24
4304,SPAIN,49
4305,MEXICO,68
4306,SPAIN,20
4307,CANADA,60
4308,MEXICO,57
4309,CHINA,41
4310,SOUTH KOREA,39
4311,CHINA,48
4312,MEXICO,21
4313,NONE,517
4314,TURKEY,38
4315,US,96
4316,US,68
4317,TURKEY,77
4318,THAILAND,45
4319,NONE,672
4320,THAILAND,81
4321,CHINA,47
4322,CHILE,80
4323,SOUTH KOREA,97
4324,THAILAND,93
4325,TURKEY,63
4326,MEXICO,49
4327,SPAIN,73
4328,CHILE,40
4329,ITALY,37
4330,US,33
4331,NONE,552
4332,THAILAND,58
4333,SPAIN,22
4334,MEXICO,75
4335,CHINA,78
4336,NONE,104
4337,TURKEY,93
4338,SPAIN,52
4339,SOUTH KOREA,39
4340,CHINA,60
4341,ITALY,80
4342,SPAIN,26
4343,ITALY,61
4344,SOUTH KOREA,22
4345,MEXICO,54
4346,MEXICO,22
4347,NONE,139
4348,ITALY,57
4349,NONE,446
4350,NONE,198
4351,MEXICO,32
4352,CHINA,80
4353,ITALY,87
4354,US,89
4355,CHILE,52
4356,MEXICO,61
4357,CHINA,58
4358,SPAIN,48
4359,UK,81
4360,SPAIN,100
4361,UK,49
4362,ITALY,58
4363,CANADA,53
4364,CANADA,57
4365,CHINA,83
4366,NONE,161
4367,ITALY,85
4368,TURKEY,70
4369,SOUTH KOREA,33
4370,SOUTH KOREA,84
4371,CHINA,80
4372,ITALY,45
4373,THAILAND,38
4374,CHILE,97
4375,CHINA,90
4376,TURKEY,59
4377,SPAIN,73
4378,THAILAND,48
4379,NONE,887
4380,CANADA,71
4381,CHILE,83
4382,UK,47
4383,US,48
4384,CHINA,38
4385,CANADA,71
4386,CHILE,96
4387,CANADA,92
4388,NONE,750
4389,TURKEY,54
4390,TURKEY,48
4391,SOUTH KOREA,75
4392,CHILE,43
4393,SPAIN,93
4394,SOUTH KOREA,47
4395,NONE,737
4396,MEXICO,81
4397,TURKEY,68
4398,NONE,182
4399,ITALY,88
4400,UK,83
4401,NONE,480
4402,CANADA,20
4403,CHILE,46
4404,CHINA,44
4405,UK,59
4406,ITALY,68
4407,MEXICO,98
4408,CHILE,52
4409,SOUTH KOREA,84
4410,CHILE,51
4411,SPAIN,24
4412,US,81
4413,MEXICO,34
4414,CHILE,94
4415,THAILAND,40
4416,CANADA,35
4417,CHINA,37
4418,ITALY,59
4419,ITALY,84
4420,MEXICO,84
4421,CANADA,55
4422,CANADA,97
4423,NONE,460
4424,CHILE,79
4425,SOUTH KOREA,31
4426,UK,57
4427,MEXICO,80
4428,US,39
4429,CHINA,23
4430,CANADA,37
4431,CANADA,83
4432,UK,45
4433,CHINA,85
4434,CANADA,54
4435,CHINA,92
4436,THAILAND,85
4437,NONE,644
4438,MEXICO,97
4439,TURKEY,83
4440,SOUTH KOREA,29
4441,ITALY,50
4442,THAILAND,37
4443,CANADA,48
4444,CHILE,87
4445,NONE,583
4446,CHILE,47
4447,ITALY,65
4448,ITALY,75
4449,CANADA,37
4450,CHILE,96
4451,CHINA,57
4452,US,34
4453,UK,69
4454,US,65
4455,UK,92
4456,ITALY,49
4457,TURKEY,35
4458,SOUTH KOREA,26
4459,ITALY,96
4460,CANADA,79
4461,TURKEY,78
4462,SOUTH KOREA,90
4463,TURKEY,56
4464,CHILE,93
4465,SPAIN,22
4466,MEXICO,96
4467,TURKEY,80
4468,UK,43
4469,MEXICO,82
4470,TURKEY,62
4471,CHILE,74
4472,NONE,730
4473,SPAIN,53
4474,CHILE,97
4475,US,75
4476,NONE,820
4477,THAILAND,67
4478,UK,88
4479,CANADA,60
4480,UK,93
4481,MEXICO,84
4482,CHINA,24
4483,NONE,514
4484,TURKEY,55
4485,NONE,856
4486,CHILE,28
4487,CANADA,59
4488,CANADA,50
4489,SOUTH KOREA,94
4490,SOUTH KOREA,77
4491,MEXICO,67
4492,CANADA,75
4493,CHILE,80
4494,NONE,602
4495,SPAIN,28
4496,CANADA,28
4497,CHILE,63
4498,MEXICO,24
4499,UK,55
4500,NONE,321
4501,MEXICO,56
4502,TURKEY,41
4503,SPAIN,49
4504,US,61
4505,CHILE,45
4506,TURKEY,81
4507,THAILAND,33
4508,US,46
4509,TURKEY,71
4510,NONE,653
4511,CHILE,22
4512,SOUTH KOREA,91
4513,SOUTH KOREA,50
4514,CHILE,59
4515,UK,88
4516,SPAIN,86
4517,NONE,602
4518,CANADA,23
4519,ITALY,66
4520,NONE,142
4521,CHILE,63
4522,CANADA,72
4523,THAILAND,33
4524,ITALY,34
4525,CANADA,53
4526,NONE,591
4527,UK,34
4528,CANADA,59
4529,MEXICO,21
4530,US,72
4531,THAILAND,65
4532,SPAIN,96
4533,TURKEY,62
4534,SPAIN,97
4535,CHILE,97
4536,CHINA,27
4537,US,74
4538,SOUTH KOREA,51
4539,MEXICO,84
4540,UK,21
4541,THAILAND,59
4542,CANADA,42
4543,ITALY,47
4544,SOUTH KOREA,89
4545,ITALY,66
4546,SPAIN,99
4547,SOUTH KOREA,33
4548,SPAIN,46
4549,CHINA,32
4550,NONE,708
4551,UK,30
4552,US,29
4553,ITALY,76
4554,MEXICO,81
4555,THAILAND,65
4556,UK,69
4557,SPAIN,48
4558,SPAIN,85
4559,CHILE,76
4560,UK,53
4561,SPAIN,37
4562,ITALY,62
4563,SPAIN,87
4564,SOUTH KOREA,57
4565,CHILE,74
4566,CANADA,98
4567,ITALY,31
4568,SPAIN,25
4569,MEXICO,26
4570,SPAIN,36
4571,CANADA,55
4572,US,82
4573,CANADA,98
4574,TURKEY,45
4575,CANADA,82
4576,US,93
4577,TURKEY,94
4578,US,77
4579,UK,80
4580,CHILE,45
4581,US,90
4582,US,83
4583,NONE,971
4584,ITALY,37
4585,SPAIN,27
4586,CHINA,100
4587,SOUTH KOREA,79
4588,CANADA,86
4589,MEXICO,52
4590,ITALY,26
4591,CHINA,94
4592,MEXICO,83
4593,CHINA,48
4594,NONE,952
4595,CHILE,26
4596,CHINA,99
4597,ITALY,77
4598,CHINA,44
4599,SPAIN,52
4600,US,82
4601,US,85
4602,TURKEY,21
4603,THAILAND,88
4604,SPAIN,68
4605,THAILAND,91
4606,NONE,676
4607,SOUTH KOREA,42
4608,THAILAND,64
4609,CANADA,43
4610,TURKEY,71
4611,CHILE,84
4612,ITALY,25
4613,NONE,426
4614,MEXICO,37
4615,ITALY,56
4616,CANADA,73
4617,NONE,451
4618,THAILAND,32
4619,ITALY,34
4620,TURKEY,46
4621,NONE,740
4622,MEXICO,50
4623,MEXICO,72
4624,THAILAND,21
4625,CHINA,68
4626,CANADA,56
4627,ITALY,85
4628,TURKEY,69
4629,CANADA,77
4630,MEXICO,50
4631,US,45
4632,SPAIN,65
4633,US,24
4634,SPAIN,39
4635,SPAIN,62
4636,UK,31
4637,ITALY,64
4638,SPAIN,76
4639,CHINA,55
4640,CANADA,20
4641,CHILE,59
4642,THAILAND,89
4643,TURKEY,38
4644,ITALY,65
4645,US,22
4646,THAILAND,34
4647,US,91
4648,THAILAND,59
4649,CHINA,63
4650,US,96
4651,SOUTH KOREA,31
4652,CHINA,67
4653,CANADA,22
4654,UK,22
4655,NONE,449
4656,UK,80
4657,MEXICO,61
4658,CHILE,65
4659,CHILE,22
4660,THAILAND,94
4661,TURKEY,90
4662,MEXICO,40
4663,TURKEY,91
4664,CHILE,85
4665,TURKEY,34
4666,UK,61
4667,NONE,266
4668,CANADA,80
4669,SPAIN,30
4670,CANADA,56
4671,US,28
4672,SPAIN,56
4673,UK,26
4674,CANADA,70
4675,ITALY,72
4676,THAILAND,39
4677,THAILAND,84
4678,THAILAND,94
4679,CANADA,62
4680,MEXICO,54
4681,CHILE,100
4682,TURKEY,65
4683,SOUTH KOREA,98
4684,THAILAND,92
4685,MEXICO,50
4686,ITALY,50
4687,CHILE,25
4688,SPAIN,22
4689,US,37
4690,CHINA,70
4691,US,87
4692,SPAIN,53
4693,US,25
4694,TURKEY,60
4695,ITALY,45
4696,CHINA,58
4697,CHINA,93
4698,MEXICO,64
4699,NONE,77
4700,CHINA,21
4701,TURKEY,64
4702,UK,38
4703,MEXICO,57
4704,CANADA,70
4705,SOUTH KOREA,40
4706,TURKEY,55
4707,NONE,947
4708,SOUTH KOREA,96
4709,NONE,172
4710,CANADA,74
4711,SPAIN,52
4712,UK,92
4713,THAILAND,37
4714,CANADA,87
4715,THAILAND,41
4716,CHILE,87
4717,THAILAND,96
4718,TURKEY,85
4719,CHILE,51
4720,MEXICO,23
4721,CHILE,51
4722,CHILE,46
4723,TURKEY,51
4724,SOUTH KOREA,78
4725,ITALY,27
4726,SOUTH KOREA,50
4727,MEXICO,99
4728,MEXICO,40
4729,ITALY,48
4730,US,37
4731,UK,82
4732,UK,30
4733,CANADA,86
4734,US,22
4735,US,97
4736,UK,45
4737,SOUTH KOREA,44
4738,MEXICO,21
4739,CHINA,97
4740,NONE,624
4741,CHILE,68
4742,TURKEY,42
4743,UK,57
4744,US,61
4745,US,24
4746,US,94
4747,UK,41
4748,SOUTH KOREA,34
4749,SOUTH KOREA,25
4750,US,27
4751,CHINA,28
4752,US,84
4753,THAILAND,82
4754,THAILAND,64
4755,US,26
4756,ITALY,69
4757,CANADA,84
4758,CHILE,36
4759,TURKEY,26
4760,SPAIN,97
4761,US,69
4762,SOUTH KOREA,43
4763,MEXICO,91
4764,SOUTH KOREA,81
4765,THAILAND,90
4766,NONE,831
4767,SOUTH KOREA,88
4768,TURKEY,55
4769,CHINA,61
4770,NONE,119
4771,SOUTH KOREA,52
4772,ITALY,61
4773,ITALY,82
4774,THAILAND,60
4775,THAILAND,79
4776,THAILAND,67
4777,SPAIN,22
4778,CANADA,60
4779,CHINA,36
4780,ITALY,30
4781,ITALY,86
4782,US,41
4783,UK,32
4784,TURKEY,94
4785,CHILE,89
4786,CHINA,50
4787,UK,37
4788,CHILE,51
4789,ITALY,37
4790,TURKEY,64
4791,CHILE,31
4792,ITALY,76
4793,CHINA,74
4794,SPAIN,93
4795,ITALY,83
4796,TURKEY,87
4797,CANADA,34
4798,CHINA,100
4799,US,44
4800,CANADA,96
4801,TURKEY,50
4802,NONE,743
4803,UK,25
4804,SOUTH KOREA,46
4805,CANADA,95
4806,TURKEY,82
4807,CANADA,41
4808,SOUTH KOREA,51
4809,SOUTH KOREA,88
4810,NONE,502
4811,MEXICO,93
4812,SPAIN,70
4813,UK,61
4814,SOUTH KOREA,62
4815,SOUTH KOREA,48
4816,THAILAND,30
4817,US,65
4818,TURKEY,60
4819,THAILAND,83
4820,US,91
4821,NONE,492
4822,CHILE,22
4823,MEXICO,61
4824,NONE,578
4825,CANADA,76
4826,CHILE,31
4827,TURKEY,100
4828,SPAIN,79
4829,NONE,173
4830,US,60
4831,CHINA,70
4832,NONE,570
4833,CHINA,100
4834,ITALY,32
4835,ITALY,69
4836,SOUTH KOREA,53
4837,UK,24
4838,TURKEY,86
4839,THAILAND,35
4840,TURKEY,52
4841,CHILE,71
4842,MEXICO,100
4843,TURKEY,95
4844,SPAIN,34
4845,ITALY,80
4846,MEXICO,25
4847,US,81
4848,CHILE,26
4849,SPAIN,78
4850,TURKEY,97
4851,US,22
4852,CANADA,24
4853,CHINA,86
4854,TURKEY,53
4855,TURKEY,86
4856,CANADA,54
4857,SOUTH KOREA,100
4858,US,63
4859,CHILE,47
4860,THAILAND,52
4861,SOUTH KOREA,81
4862,NONE,402
4863,US,34
4864,SPAIN,68
4865,NONE,393
4866,CHILE,35
4867,THAILAND,37
4868,SPAIN,86
4869,CANADA,28
4870,THAILAND,74
4871,US,71
4872,US,92
4873,CANADA,54
4874,US,27
4875,UK,74
4876,TURKEY,64
4877,TURKEY,32
4878,UK,65
4879,ITALY,91
4880,CHILE,84
4881,UK,86
4882,THAILAND,31
4883,THAILAND,90
4884,SPAIN,91
4885,UK,68
4886,SOUTH KOREA,61
4887,CANADA,34
4888,ITALY,90
4889,SOUTH KOREA,28
4890,THAILAND,85
4891,CHILE,66
4892,CHINA,39
4893,CHINA,53
4894,SPAIN,78
4895,CHILE,25
4896,NONE,909
4897,SOUTH KOREA,33
4898,MEXICO,87
4899,UK,74
4900,CHILE,49
4901,CHINA,86
4902,CANADA,43
4903,CANADA,76
4904,ITALY,67
4905,US,67
4906,CHINA,27
4907,SPAIN,67
4908,CANADA,63
4909,ITALY,76
4910,CHILE,98
4911,SPAIN,49
4912,US,67
4913,ITALY,47
4914,TURKEY,79
4915,US,32
4916,ITALY,73
4917,THAILAND,77
4918,CHILE,44
4919,CANADA,77
4920,ITALY,41
4921,UK,59
4922,THAILAND,62
4923,NONE,747
4924,US,54
4925,THAILAND,41
4926,SOUTH KOREA,44
4927,MEXICO,97
4928,TURKEY,34
4929,CHINA,68
4930,TURKEY,37
4931,SPAIN,94
4932,CANADA,28
4933,ITALY,77
4934,UK,87
4935,NONE,83
4936,MEXICO,56
4937,CANADA,70
4938,UK,90
4939,CANADA,87
4940,SPAIN,72
4941,THAILAND,62
4942,CANADA,47
4943,UK,25
4944,THAILAND,84
4945,MEXICO,77
4946,UK,34
4947,US,48
4948,CANADA,43
4949,ITALY,53
4950,UK,96
4951,MEXICO,72
4952,THAILAND,80
4953,ITALY,46
4954,SPAIN,50
4955,MEXICO,33
4956,TURKEY,78
4957,MEXICO,51
4958,UK,92
4959,ITALY,95
4960,THAILAND,75
4961,CANADA,60
4962,NONE,717
4963,CANADA,22
4964,CANADA,27
4965,MEXICO,98
4966,TURKEY,64
4967,MEXICO,83
4968,CHILE,69
4969,NONE,821
4970,SPAIN,44
4971,SPAIN,26
4972,THAILAND,81
4973,CHINA,45
4974,TURKEY,72
4975,CHINA,41
4976,THAILAND,34
4977,MEXICO,73
4978,THAILAND,20
4979,ITALY,77
4980,SOUTH KOREA,86
4981,ITALY,29
4982,SPAIN,53
4983,US,27
4984,CHILE,35
4985,CHILE,26
4986,US,57
4987,ITALY,48
4988,THAILAND,75
4989,SPAIN,97
4990,MEXICO,66
4991,SPAIN,74
4992,UK,86
4993,CHINA,24
4994,NONE,432
4995,CANADA,90
4996,UK,88
4997,MEXICO,55
4998,TURKEY,71
4999,US,64
